geo,domain,count
Tokyo (1088),A61P,770
Shizuoka-Hamamatsu (1085),C08G,11
Shizuoka-Hamamatsu (1085),A61K,47
Shizuoka-Hamamatsu (1085),C07F,5
Shizuoka-Hamamatsu (1085),A61Q,3
Shizuoka-Hamamatsu (1085),A61P,53
Kyoto–Osaka–Kobe (1067),C07F,31
Kyoto–Osaka–Kobe (1067),A61Q,36
Lucknow (871),C07J,3
Shanghai (449),C07H,6
Shanghai (449),A61P,55
Shanghai (449),C07K,14
Shanghai (449),A61K,40
Mannheim (743),C07K,36
Mannheim (743),A61K,105
Vancouver (174),G01N,39
Baton Rouge (1683),C08F,10
 (NA),C07F,248
 (NA),C08F,471
Rennes (716),Y10S,5
Rennes (716),C07F,5
Rennes (716),C08F,10
Mannheim (743),C08F,100
Boston (1687),C09D,17
Boston (1687),C08G,16
Boston (1687),Y10T,155
Cleveland (1696),C09D,20
Cleveland (1696),C08G,13
Cleveland (1696),Y10T,66
K<f6>ln (Cologne) (741),C09D,20
K<f6>ln (Cologne) (741),C08G,36
Houston (1724),C09D,19
Houston (1724),C08G,26
Duisburg (735),H05K,4
Duisburg (735),C08L,16
Duisburg (735),C08G,12
Duisburg (735),H01L,6
Dortmund (732),H05K,7
Dortmund (732),C08L,9
Dortmund (732),C08G,10
Dortmund (732),H01L,6
Frankfurt am Main (737),H05K,8
Frankfurt am Main (737),C08L,42
Frankfurt am Main (737),C08G,44
Frankfurt am Main (737),H01L,13
 (NA),C08L,746
 (NA),C09J,172
Kyoto–Osaka–Kobe (1067),C09J,24
Kyoto–Osaka–Kobe (1067),C08L,125
K<f6>ln (Cologne) (741),C08L,30
K<f6>ln (Cologne) (741),C08K,16
K<f6>ln (Cologne) (741),C08J,16
Duesseldorf (734),C08L,33
Duesseldorf (734),C08K,18
Duesseldorf (734),C08J,18
Perm (1437),C08L,1
 (NA),C08K,476
Dublin (1021),C09J,2
Dublin (1021),C08F,3
Dublin (1021),Y10T,6
Mission Viejo (1750),C08L,4
Mission Viejo (1750),C09J,2
Mission Viejo (1750),C08K,1
Tokyo (1088),C09K,224
Tokyo (1088),B24D,8
Tokyo (1088),C04B,106
 (NA),C09K,417
 (NA),B24D,38
 (NA),C04B,412
 (NA),B22F,131
 (NA),C25D,85
Tokyo (1088),C23C,217
Tokyo (1088),B22F,38
Tokyo (1088),C25D,34
Berlin (727),C09K,7
Berlin (727),F28D,1
 (NA),C10B,12
Perm (1437),C10C,1
Tokyo (1088),B82Y,248
Tokyo (1088),C10M,39
Tokyo (1088),F16C,88
Tokyo (1088),C10N,38
Tokyo (1088),C11D,36
Kyoto–Osaka–Kobe (1067),C11D,16
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),C12N,64
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),G01N,94
Jerusalem (1024),G01N,32
Jerusalem (1024),C12N,28
Hefa (Haifa) (1023),G01N,20
Hefa (Haifa) (1023),A61K,44
Hefa (Haifa) (1023),C12N,17
Gen<e8>ve (1541),C12N,11
Gen<e8>ve (1541),A61K,49
Gen<e8>ve (1541),A61P,44
Gen<e8>ve (1541),C12Y,2
 (NA),C12Y,96
K<f8>benhavn (Copenhagen) (672),A61P,197
K<f8>benhavn (Copenhagen) (672),C40B,8
K<f8>benhavn (Copenhagen) (672),C12N,89
K<f8>benhavn (Copenhagen) (672),A61K,165
K<f8>benhavn (Copenhagen) (672),C07K,80
Boston (1687),C40B,19
Boston (1687),C12N,210
Taizhong (616),A61P,4
Taizhong (616),C40B,1
Taizhong (616),C12N,2
Taizhong (616),A61K,4
Taizhong (616),C07K,2
 (NA),C40B,68
Roma (Rome) (1049),C12N,26
Moskva (Moscow) (1427),C12N,11
Moskva (Moscow) (1427),C07K,11
Moskva (Moscow) (1427),A61K,37
Hong Kong (610),A61K,36
Hong Kong (610),C12Y,1
Hong Kong (610),C07K,12
Hong Kong (610),C12N,20
Auckland (1226),A61K,19
Auckland (1226),C12Y,1
Auckland (1226),C07K,11
Auckland (1226),C12N,16
Rochester (1778),G01N,25
Rochester (1778),C12Q,11
Shanghai (449),C12Q,7
Chennai (Madras) (801),C14C,5
Kyoto–Osaka–Kobe (1067),Y02P,93
Kyoto–Osaka–Kobe (1067),C22B,15
Kyoto–Osaka–Kobe (1067),C21B,7
Singapore (1490),C22C,2
Shenzhen (461),C22C,1
San Francisco-Oakland (1785),C22C,3
Gen<e8>ve (1541),C23C,3
Gen<e8>ve (1541),B32B,7
Auckland (1226),C25F,1
Kyoto–Osaka–Kobe (1067),D04H,11
Kyoto–Osaka–Kobe (1067),D01F,21
 (NA),D06M,101
 (NA),D07B,18
 (NA),B66B,81
Helsinki (702),D21G,27
 (NA),D21G,25
 (NA),D21H,173
 (NA),D21C,61
Edmonton (162),E01C,1
Edmonton (162),E04F,2
Gold Coast-Tweed Head (45),E03D,1
London (1649),E04B,7
Melbourne (46),E04H,2
Sankt Peterburg (Saint Petersburg) (1442),G01V,2
 (NA),F16D,233
Birmingham (West Midlands) (1638),E21B,2
Birmingham (West Midlands) (1638),G01V,2
Melbourne (46),F16H,7
New York-Newark (1758),F01L,3
New York-Newark (1758),Y02T,9
 (NA),F01M,33
Stuttgart (747),B01D,41
Stuttgart (747),Y02T,130
Stuttgart (747),Y02A,20
Stuttgart (747),F01N,48
 (NA),F01N,172
Benguela (14),B01D,1
Benguela (14),Y02T,1
Benguela (14),Y02A,1
Benguela (14),F01N,1
Karlsruhe (740),B01D,14
Karlsruhe (740),Y02T,8
Karlsruhe (740),Y02A,4
Karlsruhe (740),F01N,8
 (NA),F02P,19
 (NA),F02D,200
 (NA),G01L,102
Stuttgart (747),F02P,9
Stuttgart (747),F02D,93
Stuttgart (747),G01L,18
Wien (Vienna) (52),F05B,1
Wien (Vienna) (52),F03B,1
Wien (Vienna) (52),Y02E,3
 (NA),F05B,107
 (NA),F03D,102
Nagoya (1061),Y02E,67
Nagoya (1061),F03D,3
Nagoya (1061),F05B,4
Nagoya (1061),H02K,21
 (NA),B63B,109
Stuttgart (747),F04B,30
M<fc>nchen (Munich) (745),F16D,17
 (NA),F16F,156
K<f6>ln (Cologne) (741),F16H,8
Nottingham (1653),B41P,1
Nottingham (1653),H05K,1
Nottingham (1653),B41F,2
Nottingham (1653),B41M,2
 (NA),F16B,142
 (NA),B25C,12
Kyoto–Osaka–Kobe (1067),F16L,14
Z<fc>rich (Zurich) (1543),F16L,9
Z<fc>rich (Zurich) (1543),B60R,8
Z<fc>rich (Zurich) (1543),F16B,6
Z<fc>rich (Zurich) (1543),Y10T,47
Rotterdam (1223),F16M,2
Rotterdam (1223),Y10T,17
K<f8>benhavn (Copenhagen) (672),G08B,3
K<f8>benhavn (Copenhagen) (672),A41D,3
K<f8>benhavn (Copenhagen) (672),G09F,8
 (NA),F22B,15
Strasbourg (719),F25B,4
Strasbourg (719),F28F,4
 (NA),F28F,132
Bonn (730),G02F,2
Bonn (730),C30B,1
Muenster (Westfalen) (744),G02F,1
Muenster (Westfalen) (744),C30B,1
Eindhoven (1222),G02F,86
Eindhoven (1222),C30B,2
 (NA),F16K,200
Kyoto–Osaka–Kobe (1067),G01L,19
Kyoto–Osaka–Kobe (1067),G06F,168
Nottingham (1653),G01L,1
Montr<e9>al (167),G01N,36
Montr<e9>al (167),Y10T,34
Ottawa-Gatineau (169),G01N,10
Ottawa-Gatineau (169),Y10T,10
Boston (1687),B01J,64
Boston (1687),C12Q,168
Boston (1687),B82Y,81
Seoul (1390),A61B,42
Seoul (1390),G01N,54
Seoul (1390),B01L,13
K<f6>ln (Cologne) (741),Y10T,51
K<f6>ln (Cologne) (741),B23K,6
Bielefeld (728),A01J,7
Barcelona (1514),G01N,11
Nagoya (1061),G01N,34
Nagoya (1061),B01J,60
Daejon (1379),G01N,8
Daejon (1379),C12N,24
Daejon (1379),C07K,19
Daejon (1379),C40B,3
Bremen (731),A61Q,10
Bremen (731),A61P,5
Bremen (731),G01N,8
Bremen (731),C07K,2
Bremen (731),A61K,11
 (NA),G01R,254
Cleveland (1696),A61B,53
Cleveland (1696),G01T,12
Cleveland (1696),G01N,35
 (NA),G06F,1090
 (NA),G03B,88
 (NA),Artificial Intelligence,846
 (NA),H04N,591
Austin (1680),G06F,141
Austin (1680),G02B,10
Austin (1680),G03B,2
Austin (1680),Artificial Intelligence,121
Austin (1680),H04N,16
San Jose (1786),G03F,80
San Jose (1786),G02B,85
G<f6>teborg (1536),G02B,6
G<f6>teborg (1536),B81B,1
G<f6>teborg (1536),G03F,10
Dresden (733),G02B,10
Dresden (733),B81B,3
Dresden (733),G03F,6
Concord (1700),G02B,13
Concord (1700),B81B,7
Concord (1700),G03F,15
Boston (1687),G02F,28
Boston (1687),G02B,53
Seoul (1390),G02B,54
Mannheim (743),G02B,35
Kyoto–Osaka–Kobe (1067),G03G,52
Kurume (1073),G03G,2
Oslo (1282),H04L,22
Oslo (1282),H04W,5
Oslo (1282),G06F,20
Tampere (703),H04L,68
Tampere (703),H04W,57
Tampere (703),G06F,56
Helsinki (702),H04L,196
Helsinki (702),H04W,171
Helsinki (702),G06F,63
Eindhoven (1222),H04H,16
Eindhoven (1222),H04L,112
Eindhoven (1222),H04N,234
Atlanta (1678),G11B,10
Atlanta (1678),Artificial Intelligence,24
Atlanta (1678),Y10S,38
Atlanta (1678),G06F,37
Jerusalem (1024),G11B,5
Jerusalem (1024),Artificial Intelligence,15
Jerusalem (1024),Y10S,5
Jerusalem (1024),G06F,17
Kansas City (1730),Artificial Intelligence,3
Kansas City (1730),G16B,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),Artificial Intelligence,67
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),G16B,7
Tokyo (1088),G09G,147
Tokyo (1088),G06T,157
"Washington, D.C. (1810)",Artificial Intelligence,66
"Washington, D.C. (1810)",G06F,74
Mission Viejo (1750),H04L,56
Rochester (1778),Artificial Intelligence,19
Rochester (1778),G06F,18
Melbourne (46),G06F,35
Melbourne (46),Artificial Intelligence,23
Raleigh (1774),Artificial Intelligence,47
Raleigh (1774),H04L,75
Raleigh (1774),G06F,54
Tokyo (1088),G06Q,260
Tokyo (1088),H04L,569
 (NA),G01V,93
Sydney (50),Artificial Intelligence,34
Nice-Cannes (714),G06F,24
Nice-Cannes (714),Artificial Intelligence,19
Lyon (710),Artificial Intelligence,3
Lyon (710),G06F,3
Kyoto–Osaka–Kobe (1067),Artificial Intelligence,121
Beijing (204),G06F,20
Beijing (204),Artificial Intelligence,20
Beijing (204),H04L,47
Beijing (204),H04W,50
San Jose (1786),G06F,692
San Jose (1786),Artificial Intelligence,542
San Jose (1786),H04L,545
San Jose (1786),H04W,178
Kyoto–Osaka–Kobe (1067),H04N,242
Wien (Vienna) (52),G06Q,10
Wien (Vienna) (52),G07F,6
Wien (Vienna) (52),G06F,19
Shenzhen (461),G11C,4
Kyoto–Osaka–Kobe (1067),G06Q,52
Kyoto–Osaka–Kobe (1067),H04L,129
Seoul (1390),G06Q,114
Seoul (1390),F25D,10
Paris (715),Artificial Intelligence,114
Paris (715),G06F,134
Rennes (716),Artificial Intelligence,18
Rennes (716),G06F,19
Eindhoven (1222),G11B,317
Eindhoven (1222),G06F,249
Eindhoven (1222),Artificial Intelligence,193
Eindhoven (1222),G06V,14
Toronto (173),G06Q,19
Manila (1348),G06Q,3
Chicago (1694),G06Q,68
Chicago (1694),G09B,2
Tampa-St. Petersburg (1800),G06Q,16
Tampa-St. Petersburg (1800),G09B,3
Stockholm (1538),G06Q,27
Stockholm (1538),G06F,24
Seoul (1390),G03G,4
Seoul (1390),Artificial Intelligence,95
Seoul (1390),G06F,144
Incheon (1385),G03G,1
Incheon (1385),Artificial Intelligence,6
Incheon (1385),H04N,22
Incheon (1385),G06F,5
 (NA),G01D,108
Maebashi-Takasaki (1074),G06N,1
Maebashi-Takasaki (1074),Y02A,1
Maebashi-Takasaki (1074),Artificial Intelligence,5
Eindhoven (1222),G06T,82
New York-Newark (1758),G06V,16
New York-Newark (1758),Artificial Intelligence,115
New York-Newark (1758),G06T,29
Tokyo (1088),G06V,68
Singapore (1490),Artificial Intelligence,36
Singapore (1490),G06V,7
Singapore (1490),G07B,1
Singapore (1490),G08B,11
Kyoto–Osaka–Kobe (1067),G06T,34
Kyoto–Osaka–Kobe (1067),A63F,9
Tokyo (1088),A63F,62
 (NA),G07B,17
Stoke-on-Trent (The Potteries) (1659),G07C,1
Stoke-on-Trent (The Potteries) (1659),G06Q,2
Birmingham (West Midlands) (1638),G07C,2
Birmingham (West Midlands) (1638),G06Q,6
Karlsruhe (740),G07F,1
Helsinki (702),B66B,27
Southampton/Portsmouth (South Hampshire) (1657),G08B,2
Hefa (Haifa) (1023),G09B,1
Kyoto–Osaka–Kobe (1067),G09G,57
 (NA),G09G,135
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),H04M,23
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),H04W,36
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),H04L,83
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),G06Q,31
Wien (Vienna) (52),G10H,1
San Francisco-Oakland (1785),G10L,18
Edinburgh (1644),G11B,2
Tokyo (1088),G11B,609
San Jose (1786),G11B,55
Concord (1700),G11B,6
Hong Kong (610),G11B,12
Eindhoven (1222),Y02D,20
Rennes (716),G11B,4
San Diego (1784),G11B,15
Indianapolis (1726),G11B,20
Tokyo (1088),G11C,82
Cleveland (1696),H05G,2
Cleveland (1696),H01J,10
 (NA),H01B,137
 (NA),H01M,399
Minneapolis-St. Paul (1749),H01G,10
Minneapolis-St. Paul (1749),Y02P,42
Minneapolis-St. Paul (1749),Y02E,48
Minneapolis-St. Paul (1749),H01M,38
Minneapolis-St. Paul (1749),H01H,5
 (NA),H01J,279
San Francisco-Oakland (1785),H01J,20
Brescia (1030),Artificial Intelligence,3
Brescia (1030),G06F,2
San Francisco-Oakland (1785),Artificial Intelligence,189
San Francisco-Oakland (1785),G06F,282
M<fc>nchen (Munich) (745),Artificial Intelligence,100
M<fc>nchen (Munich) (745),G06F,121
Mission Viejo (1750),Artificial Intelligence,45
Mission Viejo (1750),G06F,58
Parma (1046),Artificial Intelligence,1
Parma (1046),G06F,1
Verona (1056),Artificial Intelligence,2
Verona (1056),G06F,2
San Diego (1784),Artificial Intelligence,83
San Diego (1784),G06F,90
Vicenza (1057),Artificial Intelligence,1
Vicenza (1057),G06F,1
Denton-Lewisville (1706),G02B,19
Dresden (733),H01L,62
Poughkeepsie-Newburgh (1771),H01L,121
M<fc>nchen (Munich) (745),H01L,134
Taizhong (616),H01L,2
Grenoble (708),C30B,10
Grenoble (708),H01L,67
Delhi (808),H01L,1
Tampere (703),H01S,3
Tampere (703),F25B,1
Tampere (703),H01L,3
Kyoto–Osaka–Kobe (1067),H01L,244
Tokyo (1088),H01L,773
Seoul (1390),H01L,105
 (NA),H01R,254
Rennes (716),H01P,6
 (NA),H05B,274
Nagoya (1061),H01R,16
Hangzhou (298),H01R,1
San Diego (1784),G03F,12
San Diego (1784),H05G,3
 (NA),G03F,235
 (NA),H05G,12
Hong Kong (610),H01B,1
Hong Kong (610),A61P,31
Hong Kong (610),H02G,1
Hong Kong (610),B65H,2
 (NA),A62C,48
Johannesburg (1502),H02K,2
Birmingham (West Midlands) (1638),H02K,3
Birmingham (West Midlands) (1638),H02P,1
Palm Bay-Melbourne (1764),H03B,1
Kitchener-Cambrigde-Waterloo (165),H04B,3
Kitchener-Cambrigde-Waterloo (165),H03D,2
Cincinnati (1695),H03F,3
Dayton (1704),H03F,3
Seoul (1390),H03F,7
Incheon (1385),H03F,1
M<fc>nchen (Munich) (745),H03F,9
Palm Bay-Melbourne (1764),H03H,3
 (NA),H03H,63
 (NA),H03J,19
Rennes (716),H03H,1
Rennes (716),H03J,1
Denton-Lewisville (1706),H04B,33
Paris (715),H04B,32
Paris (715),H04L,135
Paris (715),Y10S,46
Stockholm (1538),H04B,49
Shenzhen (461),H04B,21
Seoul (1390),H04L,197
Seoul (1390),H04B,129
Tokyo (1088),H04B,286
Tokyo (1088),G02B,456
 (NA),H04L,1233
 (NA),H04B,443
Beijing (204),H04B,26
Hefa (Haifa) (1023),G06F,45
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),G06F,77
London (1649),H04W,62
London (1649),H04N,68
London (1649),H04L,84
Cape Coral (1690),H04N,1
Cape Coral (1690),H04L,2
Berlin (727),H04L,55
Berlin (727),H04M,23
Berlin (727),H04W,61
Shenzhen (461),G06Q,5
Shenzhen (461),H04L,144
Dresden (733),H04W,3
Tokyo (1088),H04J,45
Tokyo (1088),H04W,327
Seoul (1390),H04W,207
Rennes (716),H04L,45
Tours (722),H04L,2
Rennes (716),G06Q,3
Rennes (716),H04N,43
Boston (1687),H04M,30
 (NA),H04M,419
Beijing (204),H04M,11
Hefa (Haifa) (1023),H04L,38
Shenzhen (461),H04M,23
Rennes (716),H04H,4
 (NA),H04H,60
Seoul (1390),H04R,22
Trenton (1804),H04N,68
Philadelphia (1766),H04N,32
Singapore (1490),H04N,30
Indianapolis (1726),H04N,82
Daejon (1379),H04J,9
Daejon (1379),H04L,50
Daejon (1379),H01L,16
Daejon (1379),G06F,19
Daejon (1379),G11B,3
Daejon (1379),Y02D,6
Daejon (1379),Y10S,15
Daejon (1379),H04M,7
Daejon (1379),H04S,1
Daejon (1379),H04W,31
Daejon (1379),H04Q,2
Daejon (1379),H04R,3
Daejon (1379),Artificial Intelligence,13
Daejon (1379),G01S,3
Daejon (1379),H03L,1
Daejon (1379),H04B,21
Daejon (1379),H04N,32
Seoul (1390),H04J,17
Seoul (1390),G11B,256
Seoul (1390),Y02D,20
Seoul (1390),Y10S,44
Seoul (1390),H04M,80
Seoul (1390),H04S,2
Seoul (1390),H04Q,18
Seoul (1390),G01S,8
Seoul (1390),H03L,2
Gwangju (1383),H04J,2
Gwangju (1383),H04L,4
Gwangju (1383),H01L,7
Gwangju (1383),G06F,3
Gwangju (1383),G11B,1
Gwangju (1383),Y02D,2
Gwangju (1383),Y10S,2
Gwangju (1383),H04M,2
Gwangju (1383),H04S,1
Gwangju (1383),H04W,3
Gwangju (1383),H04Q,1
Gwangju (1383),H04R,1
Gwangju (1383),Artificial Intelligence,3
Gwangju (1383),G01S,1
Gwangju (1383),H03L,1
Gwangju (1383),H04B,5
Gwangju (1383),H04N,3
Rennes (716),H01L,4
Rennes (716),G02F,1
San Diego (1784),H04H,10
Firenze (Florence) (1036),H04M,1
Firenze (Florence) (1036),H04W,3
 (NA),H04R,127
M<fc>nchen (Munich) (745),H04R,5
Minsk (71),C04B,1
Minsk (71),F27D,1
Minsk (71),H05B,1
Vitebsk (73),C04B,1
Vitebsk (73),F27D,1
Vitebsk (73),H05B,1
Okayama (1082),F24H,1
Okayama (1082),H05B,3
Nurenberg (746),H05K,14
Dresden (733),H05K,4
M<fc>nchen (Munich) (745),H05K,34
San Jose (1786),H01L,432
San Jose (1786),C23C,98
San Jose (1786),H01J,67
 (NA),A01C,43
Melbourne (46),A01C,3
Melbourne (46),B01F,2
Portland (1770),A01D,1
Qu<e9>bec (170),A01F,1
Qu<e9>bec (170),B02C,1
Qu<e9>bec (170),Y10S,3
Rotterdam (1223),A01G,8
Leipzig (742),C12N,14
Leipzig (742),A01N,3
Montr<e9>al (167),C12N,40
Montr<e9>al (167),A01N,4
Virginia Beach (1808),C12N,8
Stockholm (1538),A01J,9
Stockholm (1538),B25J,3
Boston (1687),A01K,41
Cleveland (1696),A01K,2
Beijing (204),A01K,6
Richmond (1776),A01K,1
Seoul (1390),A61G,5
Seoul (1390),A01K,24
Boston (1687),A61G,1
K<f6>ln (Cologne) (741),A01N,129
Nurenberg (746),A01N,12
Manchester (1650),A01N,10
Manchester (1650),C09D,24
Daegu (1378),A01N,1
Daegu (1378),A01G,1
Madison (1744),A01N,6
Madison (1744),A01G,1
Malm<f6> (1537),A01N,2
Malm<f6> (1537),A01G,2
Indianapolis (1726),C12N,17
Indianapolis (1726),C07K,22
"Columbus, Ohio (1699)",A01N,3
San Francisco-Oakland (1785),A01N,8
Madison (1744),A61K,60
New York-Newark (1758),A01N,32
Mumbai (Bombay) (882),A01N,3
Mumbai (Bombay) (882),A61B,2
Sarasota-Bradenton (1789),A01N,1
Sarasota-Bradenton (1789),A61B,9
Knoxville (1732),Y02A,1
Knoxville (1732),A01N,2
Dallas-Fort Worth (1703),A61F,7
Dallas-Fort Worth (1703),C08F,3
Dallas-Fort Worth (1703),C08K,2
Dallas-Fort Worth (1703),A61L,5
Dallas-Fort Worth (1703),G02B,3
 (NA),F24C,47
 (NA),G05B,207
Minneapolis-St. Paul (1749),A21C,4
Reading-Wokingham (1655),A21C,1
Chicago (1694),Y10S,33
Chicago (1694),Y10T,74
Chicago (1694),B26D,4
Newcastle upon Tyne (1651),A23P,1
Newcastle upon Tyne (1651),A23G,2
Newcastle upon Tyne (1651),A21D,2
 (NA),A23K,131
Minneapolis-St. Paul (1749),A61K,117
Sydney (50),Y02P,27
Sydney (50),A21D,4
Sydney (50),A23L,11
Sydney (50),A23K,1
Denver-Aurora (1707),Y02P,24
Denver-Aurora (1707),A21D,2
Denver-Aurora (1707),A23L,9
Denver-Aurora (1707),A23K,4
 (NA),A21D,77
Basel (1539),B01J,12
Basel (1539),F26B,1
Basel (1539),B01D,5
Basel (1539),A23P,1
Seoul (1390),A23L,38
Seoul (1390),A23P,2
Utsunomiya (1091),A23C,1
Utsunomiya (1091),A23P,1
Utsunomiya (1091),A23D,2
 (NA),A23C,90
Hong Kong (610),A23L,4
Hong Kong (610),B26D,1
Jerusalem (1024),A23D,1
Jerusalem (1024),A23L,3
Jerusalem (1024),C12Y,4
 (NA),A23B,64
Indianapolis (1726),A23K,2
Indianapolis (1726),Y10S,8
Indianapolis (1726),A23V,1
Indianapolis (1726),A23B,2
Indianapolis (1726),A23L,4
Milano (Milan) (1040),A23V,5
Milano (Milan) (1040),A23L,8
Sankt Peterburg (Saint Petersburg) (1442),A23L,5
Sankt Peterburg (Saint Petersburg) (1442),A23B,1
Almaty (1099),A23L,2
Almaty (1099),A23B,1
Sarasota-Bradenton (1789),A23L,9
Sarasota-Bradenton (1789),B67C,1
 (NA),A23N,10
Pittsburgh (1768),B65D,7
Pittsburgh (1768),A47G,1
Hartford (1722),A45C,1
Hartford (1722),F25D,2
Bologna (1029),B65B,20
Bologna (1029),A24C,8
Bologna (1029),G06Q,2
 (NA),A24C,10
Parma (1046),B65B,4
Parma (1046),A24C,1
Parma (1046),G06Q,1
New York-Newark (1758),A24D,2
Richmond (1776),A24D,20
Seattle (1792),A41B,1
Seattle (1792),G09B,5
Kyoto–Osaka–Kobe (1067),A61F,62
Kyoto–Osaka–Kobe (1067),A41B,5
New York-Newark (1758),A41C,11
Philadelphia (1766),A41C,2
Mission Viejo (1750),G02B,21
Syracuse (1799),A63B,1
Worcester (1813),A63B,2
New York-Newark (1758),A63B,11
Tokyo (1088),A63B,27
Tokyo (1088),A44B,7
Tokyo (1088),A41D,15
Portland (1770),A41D,3
Lancaster-Palmdale (1736),A41D,1
 (NA),A41D,109
Beijing (204),A41H,1
Incheon (1385),B29C,4
Incheon (1385),A42C,1
Incheon (1385),B29L,2
Incheon (1385),A42B,1
 (NA),A42B,26
Portland (1770),A43B,20
Birmingham (West Midlands) (1638),A43C,1
Birmingham (West Midlands) (1638),A43B,1
Coventry-Bedworth (1643),A43C,1
Coventry-Bedworth (1643),A43B,2
Seoul (1390),F21V,14
Seoul (1390),A44B,2
Seoul (1390),G09F,19
Stuttgart (747),A44B,4
Los Angeles-Long Beach-Santa Ana (1742),F16F,4
Los Angeles-Long Beach-Santa Ana (1742),Y10T,73
Los Angeles-Long Beach-Santa Ana (1742),A41D,7
Los Angeles-Long Beach-Santa Ana (1742),C08L,14
Los Angeles-Long Beach-Santa Ana (1742),A44D,2
Los Angeles-Long Beach-Santa Ana (1742),B64C,12
Los Angeles-Long Beach-Santa Ana (1742),A44B,1
Detroit (1709),F16F,10
Detroit (1709),Y10T,116
Detroit (1709),A41D,1
Detroit (1709),C08L,23
Detroit (1709),F16B,15
Detroit (1709),A44D,1
Detroit (1709),B64C,3
Detroit (1709),A44B,1
Oxnard (1763),F16F,2
Oxnard (1763),Y10T,11
Oxnard (1763),A41D,1
Oxnard (1763),C08L,3
Oxnard (1763),F16B,3
Oxnard (1763),A44D,1
Oxnard (1763),B64C,3
Oxnard (1763),A44B,1
Ann Arbor (1675),F16F,9
Ann Arbor (1675),Y10T,53
Ann Arbor (1675),A41D,1
Ann Arbor (1675),C08L,12
Ann Arbor (1675),F16B,10
Ann Arbor (1675),A44D,1
Ann Arbor (1675),B64C,3
Ann Arbor (1675),A44B,2
Moskva (Moscow) (1427),A45B,3
Guadalajara (1159),A45F,1
Guadalajara (1159),A45C,1
 (NA),A45D,56
 (NA),B08B,96
New Haven (1756),A45D,5
New Haven (1756),B08B,3
Bridgeport-Stamford (1688),B08B,1
Utsunomiya (1091),A45D,3
Perth (48),A46B,1
Perth (48),A45D,1
Chicago (1694),A61M,19
Chicago (1694),B65D,34
Paris (715),A45D,14
Cincinnati (1695),A47K,10
Indianapolis (1726),A47K,2
Kyoto–Osaka–Kobe (1067),A45D,12
Kyoto–Osaka–Kobe (1067),A61H,13
Austin (1680),F16M,1
Austin (1680),Y10S,28
Austin (1680),A47B,3
 (NA),A47B,100
 (NA),A47F,68
Sydney (50),A61H,2
Sydney (50),A47B,4
Sydney (50),A47C,3
 (NA),A47G,89
 (NA),A61H,77
Z<fc>rich (Zurich) (1543),A47C,4
Hartford (1722),A47F,3
Syracuse (1799),A47F,4
Reading-Wokingham (1655),A47B,5
Reading-Wokingham (1655),A47F,2
New York-Newark (1758),A47L,9
Qingdao (428),A47G,1
Melbourne (46),A61F,8
Melbourne (46),A61G,5
Melbourne (46),A47C,2
Tampa-St. Petersburg (1800),A47B,1
Manchester (1650),A47J,2
Manchester (1650),H01H,3
Manchester (1650),H01R,4
Okayama (1082),A47J,1
New York-Newark (1758),A47K,5
Guangzhou (283),B09B,3
Guangzhou (283),A47K,1
Guangzhou (283),Y02A,8
Ottawa-Gatineau (169),A61G,1
Ottawa-Gatineau (169),A47K,1
Akron (1671),A47L,2
Cleveland (1696),A47L,3
Tokyo (1088),A47L,13
Hong Kong (610),A47L,4
Beograd (Belgrade) (1488),B01D,2
Beograd (Belgrade) (1488),A47L,1
Chicago (1694),A47L,3
Youngstown (1814),A47L,1
Karlsruhe (740),A61F,16
Mannheim (743),A61F,4
"Jackson, Mississippi (1728)",A61B,3
Philadelphia (1766),A61B,63
Reading-Wokingham (1655),A61K,69
Calgary (161),C07K,9
Calgary (161),G01N,4
Mission Viejo (1750),A61B,119
Mission Viejo (1750),A61F,74
Riverside-San Bernardino (1777),A61B,19
Riverside-San Bernardino (1777),A61F,12
Boston (1687),A61F,133
Toronto (173),A61N,11
Las Vegas (1739),A61N,1
Philadelphia (1766),A61L,25
Philadelphia (1766),G05B,9
Fresno (1717),G01N,1
Miami (1747),A61B,38
Houston (1724),A01K,8
Houston (1724),A61K,98
Pittsburgh (1768),A61F,9
Pittsburgh (1768),Y10S,21
Pittsburgh (1768),A61L,11
Pittsburgh (1768),C23F,2
Pittsburgh (1768),C09J,9
Pittsburgh (1768),Y10T,72
Pittsburgh (1768),H05K,3
Austin (1680),A61F,10
Austin (1680),A61L,6
Austin (1680),C23F,4
Austin (1680),C09J,3
Austin (1680),Y10T,18
Austin (1680),H05K,8
Mission Viejo (1750),C07K,26
Boston (1687),A61N,50
San Jose (1786),A61N,92
Rosario (33),A61N,1
Los Angeles-Long Beach-Santa Ana (1742),A61N,22
Baltimore (1682),A61B,21
Baltimore (1682),A61N,9
