geo,domain,count
Kyoto–Osaka–Kobe (1067),F28F,13
G<f6>teborg (1536),C22C,1
Toronto (173),B09C,1
Toronto (173),C02F,8
Bochum (729),H01M,3
Bochum (729),C23C,5
Bochum (729),Y02E,5
Duesseldorf (734),H01M,4
Richmond (1776),F01N,1
Richmond (1776),Y02T,2
Richmond (1776),B01D,3
Richmond (1776),C23C,1
Sankt Peterburg (Saint Petersburg) (1442),C23C,1
Sankt Peterburg (Saint Petersburg) (1442),B05D,2
Beijing (204),H05H,1
Beijing (204),H01J,1
Beijing (204),C23C,1
Akron (1671),C09D,12
Cape Coral (1690),C23C,1
Cape Coral (1690),C09D,1
Newcastle upon Tyne (1651),C25B,3
Teeside (Middlesbrough) (1662),C25B,2
Newcastle upon Tyne (1651),Y02E,3
Teeside (Middlesbrough) (1662),Y02E,1
Newcastle upon Tyne (1651),B01D,6
Phoenix-Mesa (1767),C25C,3
Praha (Prague) (650),C25C,1
Montr<e9>al (167),C25D,2
Torino (Turin) (1053),H01K,4
Minneapolis-St. Paul (1749),C25D,2
Hiroshima (1063),C30B,1
Maebashi-Takasaki (1074),C30B,13
Daegu (1378),F25D,3
Daegu (1378),D01F,1
Daegu (1378),F25B,3
Duesseldorf (734),D01H,14
Philadelphia (1766),D03D,2
London (1649),D03D,3
Hong Kong (610),D03D,1
Karlsruhe (740),D04B,2
Nottingham (1653),D04B,5
Lancaster (1735),D10B,1
Lancaster (1735),D04B,1
Lyon (710),D21H,5
Lyon (710),A61L,6
Lyon (710),A43B,3
Atlanta (1678),D06M,8
Atlanta (1678),B32B,24
Atlanta (1678),D10B,3
Atlanta (1678),D04H,17
Berlin (727),D06F,23
Kyoto–Osaka–Kobe (1067),D06F,18
Seoul (1390),D06P,5
Milano (Milan) (1040),D06M,2
Milano (Milan) (1040),D01F,2
Birmingham (West Midlands) (1638),D01F,1
Campinas (98),D06M,1
Campinas (98),D01F,1
Nottingham (1653),D06P,3
Nottingham (1653),D06M,3
Seoul (1390),D06N,3
Grenoble (708),D06N,2
Grenoble (708),E04H,1
S<e3>o Paulo (138),D21C,1
"Springfield, Massachusett, Connecticut (1795)",D21F,4
Manchester (1650),D21F,5
Helsinki (702),G05D,8
Tampere (703),B05C,1
Tampere (703),G05D,4
Utrecht (1225),B05C,1
Utrecht (1225),G05D,2
Utrecht (1225),D21H,2
Edinburgh (1644),E01B,1
Manchester (1650),E01B,1
Southampton/Portsmouth (South Hampshire) (1657),E01B,1
Moskva (Moscow) (1427),E01C,3
Birmingham (West Midlands) (1638),A45B,1
Birmingham (West Midlands) (1638),E01H,1
Rotterdam (1223),E01H,1
Eindhoven (1222),E01H,1
Stockholm (1538),E02D,2
Hamburg (738),E04B,1
Glasgow (1645),E03C,3
Sydney (50),E03C,5
Denver-Aurora (1707),C08L,2
Denver-Aurora (1707),E04D,4
Kansas City (1730),C08L,2
Kansas City (1730),E04D,3
Wellington (1228),E04H,1
Wellington (1228),E01D,1
Wellington (1228),E02D,1
Wellington (1228),E04B,2
Kitakyushu-Fukuoka (1068),E04B,2
Preston (1654),E04D,7
Preston (1654),E04C,2
Preston (1654),E04B,3
Preston (1654),F16B,1
Nurenberg (746),B66B,2
Nurenberg (746),E04F,2
Stockholm (1538),E04F,3
Riverside-San Bernardino (1777),E04H,3
Los Angeles-Long Beach-Santa Ana (1742),E04H,5
Mission Viejo (1750),E05B,1
Los Angeles-Long Beach-Santa Ana (1742),E05B,3
Qu<e9>bec (170),E06B,1
Kumamoto (1071),E06B,1
Pensacola (1765),C09K,2
The Woodlands (1802),B63B,4
Tokyo (1088),E21B,6
Trenton (1804),E21B,2
Abu Zaby (Abu Dhabi) (1631),E21B,2
Z<fc>rich (Zurich) (1543),Y02A,12
Z<fc>rich (Zurich) (1543),E02D,2
Lyon (710),F01N,5
K<f8>benhavn (Copenhagen) (672),F01N,2
Stuttgart (747),C01C,1
Birmingham (West Midlands) (1638),C01C,1
Birmingham (West Midlands) (1638),Y02A,1
Birmingham (West Midlands) (1638),B01D,2
Birmingham (West Midlands) (1638),Y02T,4
Birmingham (West Midlands) (1638),F01N,1
Coventry-Bedworth (1643),C01C,1
Coventry-Bedworth (1643),B01D,1
Coventry-Bedworth (1643),Y02T,4
Coventry-Bedworth (1643),F01N,2
Detroit (1709),F02N,1
Paris (715),F02M,17
Nurenberg (746),F02M,13
Stuttgart (747),G05D,6
Seattle (1792),F05D,3
Seattle (1792),F03D,1
Seattle (1792),F02C,2
Seattle (1792),Y02E,14
Seattle (1792),F01D,3
Kyoto–Osaka–Kobe (1067),F05B,7
Kyoto–Osaka–Kobe (1067),F03D,6
Daejon (1379),F16H,3
Daejon (1379),F04B,4
Sendai (1084),F04D,1
Sendai (1084),F04C,4
Sendai (1084),F04B,1
Sendai (1084),F04F,1
Kyoto–Osaka–Kobe (1067),F04C,17
Kyoto–Osaka–Kobe (1067),F04B,21
Rouen (717),F04B,1
Rouen (717),F28F,1
Syracuse (1799),F04C,6
Bristol (1641),F04C,2
Bristol (1641),F01C,1
Bristol (1641),F04D,1
Bristol (1641),F16M,1
Temecula-Murrieta (1801),F16L,1
Tulsa (1806),F16K,2
Tulsa (1806),Y10T,4
Nagoya (1061),F04B,5
Nagoya (1061),F15B,3
"Jacksonville, Florida (1729)",E04C,1
"Jacksonville, Florida (1729)",E04G,1
Baltimore (1682),B29K,2
Baltimore (1682),B29L,2
Baltimore (1682),F16L,1
Baltimore (1682),B29C,2
Baltimore (1682),F16J,1
Philadelphia (1766),B29L,5
Philadelphia (1766),F16J,1
Montr<e9>al (167),F16B,4
Montr<e9>al (167),A47G,2
Glasgow (1645),B22F,1
Glasgow (1645),F16C,1
San Jose (1786),F16H,2
Austin (1680),B62M,2
Austin (1680),F16H,3
Temecula-Murrieta (1801),B62M,2
Temecula-Murrieta (1801),F16H,2
M<fc>nchen (Munich) (745),F01P,3
M<fc>nchen (Munich) (745),F16H,12
Douai-Lens (707),C25C,3
Douai-Lens (707),F16H,1
Lille (709),F16H,1
Boston (1687),F16J,3
Moskva (Moscow) (1427),F16K,4
Moskva (Moscow) (1427),C22F,3
Moskva (Moscow) (1427),B21K,1
Moskva (Moscow) (1427),C22C,5
Moskva (Moscow) (1427),F01L,1
Busto Arsizio (1031),Y10T,7
Busto Arsizio (1031),F16K,2
The Woodlands (1802),F15B,2
The Woodlands (1802),F16K,3
Houston (1724),F16K,7
Akron (1671),F15B,2
Valenciennes (723),Y10T,2
Valenciennes (723),E21B,6
Valenciennes (723),F16L,7
s-Gravenhage (The Hague) (1224),Y10T,11
s-Gravenhage (The Hague) (1224),F16L,4
Shenyang (460),F16L,2
Bournemouth/Poole (1639),F16L,2
Liverpool (1648),F16L,4
London (1649),F16L,8
Melbourne (46),F16L,4
Budapest (761),F16L,3
Berlin (727),B23Q,3
Berlin (727),F16N,3
Busto Arsizio (1031),G01F,1
Busto Arsizio (1031),F16N,1
Adelaide (41),H02J,1
Rennes (716),F21Y,1
Rennes (716),F21V,1
Rennes (716),F21S,1
Rennes (716),F21W,1
Paris (715),F22G,1
Paris (715),F22B,1
Lyon (710),F22G,1
Lyon (710),F22B,1
Trenton (1804),F23K,2
Trenton (1804),F16K,1
Tokyo (1088),A45D,14
Seoul (1390),F23G,3
Z<fc>rich (Zurich) (1543),F23M,2
Z<fc>rich (Zurich) (1543),F23R,5
Berlin (727),F23M,2
Berlin (727),F23R,3
Basel (1539),F23M,2
Basel (1539),F23R,2
Nairobi (1110),F24B,1
Birmingham (West Midlands) (1638),F24C,2
Tokyo (1088),F24F,28
Guangzhou (283),F24F,4
Wichita (1811),Y10S,3
Wichita (1811),F24H,1
Kyoto–Osaka–Kobe (1067),E03D,5
Kyoto–Osaka–Kobe (1067),F24H,3
Flint (1714),G05D,2
Detroit (1709),G05D,3
Lausanne (1542),F24S,1
Lausanne (1542),Y02B,1
Lausanne (1542),Y02E,4
Lausanne (1542),C03C,3
Daegu (1378),F28D,1
Tampa-St. Petersburg (1800),A23G,4
Tampa-St. Petersburg (1800),F25D,1
Milano (Milan) (1040),F26B,1
Nagoya (1061),B65G,9
Nagoya (1061),F27B,3
Hannover (739),F27D,2
Hannover (739),F23M,1
 (NA),F23M,12
Valencia (1523),F27D,1
Valencia (1523),F23M,1
Valencia (1523),C04B,2
Seoul (1390),F28G,1
Strasbourg (719),F41C,1
Strasbourg (719),F41A,1
New Haven (1756),G01B,1
Dortmund (732),B60S,1
Hartford (1722),H05K,6
Shizuoka-Hamamatsu (1085),G01F,1
"Springfield, Massachusett, Connecticut (1795)",G01F,3
Ottawa-Gatineau (169),G01J,1
Paris (715),G01K,9
Paris (715),F02P,2
Paris (715),Y02T,54
Tucson (1805),G01D,1
Stuttgart (747),G01M,3
Karlsruhe (740),G01M,4
Torino (Turin) (1053),G01N,1
Torino (Turin) (1053),G01M,1
Milano (Milan) (1040),C12N,9
Hefa (Haifa) (1023),Y10S,9
Kyoto–Osaka–Kobe (1067),C40B,1
Mission Viejo (1750),C12Q,18
Takamatsu (1086),F23N,2
Takamatsu (1086),G01J,2
Takamatsu (1086),G01M,2
Takamatsu (1086),G01N,3
Knoxville (1732),G01J,1
Hiroshima (1063),Y10S,9
Sendai (1084),G01N,11
Helsinki (702),B81C,1
Ogden-Layton (1759),H01J,1
Atlanta (1678),G01R,4
Stockholm (1538),G01R,4
Stockholm (1538),H02H,1
Boise City (1685),G01R,1
Spokane (1794),G01R,1
Malm<f6> (1537),H01M,1
Malm<f6> (1537),Y02E,6
K<f6>ln (Cologne) (741),G01R,2
Berlin (727),G01R,8
Stuttgart (747),H01Q,15
Worcester (1813),G01T,2
Oslo (1282),G01V,9
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),G01S,18
Jerusalem (1024),H04J,2
New York-Newark (1758),H04Q,10
Reno (1775),G01Q,1
Reno (1775),G03F,1
Reno (1775),G02B,2
Sendai (1084),G02F,4
Sendai (1084),G02B,4
Tokyo (1088),B41F,5
Kyoto–Osaka–Kobe (1067),H10K,28
Leicester (1647),G02B,2
Los Angeles-Long Beach-Santa Ana (1742),G02C,9
Chicago (1694),C09B,2
Koriyama (1070),G02F,2
Koriyama (1070),G11B,4
Daegu (1378),G03B,1
Li<e8>ge (78),G09F,1
Rochester (1778),G03B,12
Seoul (1390),G03B,16
Jerusalem (1024),B41M,2
Jerusalem (1024),B23K,1
Jerusalem (1024),G03F,3
Jerusalem (1024),H05K,1
Jerusalem (1024),B81C,2
Jerusalem (1024),H01L,8
Poughkeepsie-Newburgh (1771),A23G,2
Poughkeepsie-Newburgh (1771),B65D,1
Poughkeepsie-Newburgh (1771),B44C,1
Poughkeepsie-Newburgh (1771),B44F,1
Daejon (1379),G03G,3
Z<fc>rich (Zurich) (1543),G04B,5
Worcester (1813),G05D,5
London (166),G05D,1
London (166),Y10T,4
London (166),F02M,6
Istanbul (1600),G05D,1
Rouen (717),H04B,1
Sarasota-Bradenton (1789),Y10T,13
Sarasota-Bradenton (1789),G05G,2
Karlsruhe (740),G06Q,36
Raleigh (1774),G06Q,19
Nottingham (1653),G06F,7
London (1649),H01H,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),G16C,2
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),H05K,7
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),Y04S,3
Hefa (Haifa) (1023),Y04S,1
Hefa (Haifa) (1023),G07C,2
Hefa (Haifa) (1023),G06Q,7
Hefa (Haifa) (1023),G07F,2
Portland (1770),H01H,2
Portland (1770),G05G,1
New York-Newark (1758),H02G,4
San Diego (1784),G06T,14
Oxnard (1763),G06T,3
Ann Arbor (1675),Artificial Intelligence,17
Ann Arbor (1675),G06Q,10
Detroit (1709),G06Q,25
New York-Newark (1758),H04H,6
Pittsburgh (1768),G06N,1
San Francisco-Oakland (1785),G06N,2
Bangalore (780),G06Q,13
Bangalore (780),H04W,7
Bangalore (780),H04L,13
Bangalore (780),H04M,2
Milano (Milan) (1040),G06Q,6
Milano (Milan) (1040),H04L,14
Atlanta (1678),B07C,2
Seattle (1792),G11B,7
Vancouver (174),Y04S,1
Vancouver (174),Y02B,3
San Jose (1786),Y04S,4
San Jose (1786),Y02B,9
San Francisco-Oakland (1785),A41H,1
Chicago (1694),H03M,1
Guangzhou (283),G11C,1
Salt Lake City (1782),H04L,14
Lyon (710),G06Q,5
Melbourne (46),G09B,4
Huntsville (1725),G06F,5
Essen (736),G06Q,5
Christchurch (1227),H04W,2
Auckland (1226),G06Q,5
Milwaukee (1748),H04N,1
Milwaukee (1748),Artificial Intelligence,3
K<f8>benhavn (Copenhagen) (672),G16B,4
Malm<f6> (1537),G16B,2
Ciudad de M<e9>xico (Mexico City) (1147),G16B,1
Seoul (1390),B23B,2
Denton-Lewisville (1706),G06K,10
Des Moines (1708),G06Q,2
Des Moines (1708),G06K,1
Sevilla (1522),G06Q,2
Temecula-Murrieta (1801),G06T,3
Temecula-Murrieta (1801),Artificial Intelligence,11
Temecula-Murrieta (1801),H04N,15
Temecula-Murrieta (1801),G06V,1
Oxnard (1763),G06V,1
Madrid (1518),G06T,3
Madrid (1518),G06V,1
Madrid (1518),A61B,4
Chicago (1694),G06K,14
Sydney (50),G06K,8
London (1649),G06K,6
Duesseldorf (734),G06K,1
Toronto (173),G06N,1
Kyoto–Osaka–Kobe (1067),G06V,14
Stockholm (1538),A47G,1
Brescia (1030),G07C,1
London (1649),G07F,20
Kansas City (1730),F17D,1
Kansas City (1730),B05B,3
Kansas City (1730),F16K,3
Kansas City (1730),F17C,1
Kansas City (1730),A62C,1
Reading-Wokingham (1655),F17D,1
Reading-Wokingham (1655),F16K,2
Reading-Wokingham (1655),F17C,2
Reading-Wokingham (1655),A62C,1
London (1649),F17D,1
London (1649),A62C,2
Cape Town (1498),G07C,2
Cape Town (1498),G08B,3
Kyoto–Osaka–Kobe (1067),E06B,4
Frankfurt am Main (737),G08B,9
Frankfurt am Main (737),G06K,3
Durban (Ethekwini) (1499),B60R,1
Rouen (717),G08B,1
Moskva (Moscow) (1427),A63H,2
Mannheim (743),G09B,2
Paris (715),G09F,8
Gold Coast-Tweed Head (45),G06Q,4
Coventry-Bedworth (1643),F17C,1
Coventry-Bedworth (1643),G09F,1
Qu<e9>bec (170),G09F,1
San Francisco-Oakland (1785),G09G,14
London (1649),H03K,6
Taizhong (616),G06F,1
Xinzhu (619),G06F,1
Mobile (1751),G10D,1
Madison (1744),G10D,1
Bratislava (1491),G10D,1
Nurenberg (746),G10H,2
Z<fc>rich (Zurich) (1543),G10K,3
Philadelphia (1766),G10L,1
Basel (1539),G11B,5
Malm<f6> (1537),G11C,1
Malm<f6> (1537),B82Y,8
Malm<f6> (1537),G11B,1
Phoenix-Mesa (1767),H10B,5
Tours (722),H10N,1
Tours (722),H10B,1
San Francisco-Oakland (1785),H10N,5
San Francisco-Oakland (1785),H10B,3
Nurenberg (746),G21C,11
Kyoto–Osaka–Kobe (1067),G21F,2
Kyoto–Osaka–Kobe (1067),G21C,3
Karlsruhe (740),H05H,2
Busto Arsizio (1031),G21G,1
Busto Arsizio (1031),H05H,1
Seregno (1051),G21G,1
Seregno (1051),H05H,1
Seregno (1051),A61K,5
Mannheim (743),H05H,1
 (NA),G21G,5
Detroit (1709),G21K,3
Reading-Wokingham (1655),H01F,2
Seoul (1390),G09B,15
Seoul (1390),H01H,4
Cleveland (1696),B23K,5
Spokane (1794),H05B,1
Concord (1700),H05B,3
Salt Lake City (1782),H01J,6
Provo-Orem (1773),H01J,3
Memphis (1746),H01J,3
Panzhihua (416),H01K,1
Toronto (173),H01G,2
Milwaukee (1748),C01B,5
Milwaukee (1748),B01J,6
San Jose (1786),F15B,2
San Jose (1786),F16K,12
San Jose (1786),C30B,15
Trenton (1804),Y02B,2
San Jose (1786),H02M,15
Trenton (1804),H05B,8
Lille (709),H01L,6
Los Angeles-Long Beach-Santa Ana (1742),C25D,13
Seoul (1390),H05H,5
Raleigh (1774),H10B,3
Nagoya (1061),H10N,10
Madrid (1518),H01L,4
Bologna (1029),H01L,2
Dresden (733),H01M,5
 (NA),C25C,25
Daejon (1379),H01M,24
Daejon (1379),Y02E,31
Incheon (1385),H01M,6
Incheon (1385),A63B,2
Incheon (1385),Y02E,7
Toyohashi (1090),H01M,23
Toyohashi (1090),Y02E,28
Jerusalem (1024),H01M,2
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),H01M,5
Bangkok (1562),Y02E,3
Bangkok (1562),H01M,2
Firenze (Florence) (1036),Y02E,2
Firenze (Florence) (1036),H01M,1
G<f6>teborg (1536),Y02E,5
G<f6>teborg (1536),H01M,2
G<f6>teborg (1536),Y02P,5
Bridgeport-Stamford (1688),H02J,4
Concord (1700),H02J,1
Kitakyushu-Fukuoka (1068),H01P,2
Rio de Janeiro (134),H01P,1
Sofia (148),G01S,1
Sofia (148),H01Q,3
Sheffield (1656),H01Q,1
Minneapolis-St. Paul (1749),H05K,30
Minneapolis-St. Paul (1749),H04Q,5
Santa Rosa (1788),G01R,2
Wuppertal (748),H04Q,3
Duesseldorf (734),H01R,7
Tours (722),H01L,4
Tours (722),H01R,1
Nantes (713),H01L,3
Nantes (713),H01R,5
Syracuse (1799),H01R,3
Malm<f6> (1537),H01R,2
Seattle (1792),G01P,6
Seattle (1792),G01C,3
Seattle (1792),B81B,4
Seattle (1792),H01R,5
Sydney (50),H01S,1
Nottingham (1653),H02G,2
Coventry-Bedworth (1643),H02G,1
Manchester (1650),H02G,2
Montpellier (712),H02G,1
Montpellier (712),F16L,2
Paris (715),F16L,12
London (1649),H03M,6
Incheon (1385),H02J,3
Lausanne (1542),H02K,1
Sofia (148),H03B,1
Lausanne (1542),H03B,1
Chicago (1694),H03B,1
Chicago (1694),H03K,2
Austin (1680),H03G,6
Durham (1710),H10N,2
Durham (1710),H03H,2
Fort Wayne (1716),H05B,1
Tokyo (1088),H03L,25
Kyoto–Osaka–Kobe (1067),H03K,12
Christchurch (1227),H03L,1
Christchurch (1227),H03C,2
Frankfurt am Main (737),H03H,1
Frankfurt am Main (737),H03L,4
Atlanta (1678),H04B,9
Sankt Peterburg (Saint Petersburg) (1442),G10L,2
Austin (1680),H03C,2
Austin (1680),H04B,16
Incheon (1385),H04M,7
Portland (1770),H04B,16
Palm Bay-Melbourne (1764),H04B,20
Incheon (1385),B60W,1
Incheon (1385),H04W,26
Incheon (1385),H04L,22
Incheon (1385),Y02D,4
Dresden (733),H04B,4
Trenton (1804),H04S,1
Toronto (173),H04S,1
Manchester (1650),H04L,2
Brighton-Worthing-Littlehampton (1640),H04L,2
Stoke-on-Trent (The Potteries) (1659),H04L,2
Helsinki (702),G08C,3
Denton-Lewisville (1706),H04Q,7
Jerusalem (1024),H04L,15
Warszawa (Warsaw) (1362),H04W,1
Seattle (1792),H04J,2
Nizhniy Novgorod (1429),H04L,17
Dallas-Fort Worth (1703),H04W,25
Dallas-Fort Worth (1703),H04M,11
Dallas-Fort Worth (1703),Y02D,1
Bridgeport-Stamford (1688),H02M,1
Bridgeport-Stamford (1688),Y02D,9
Philadelphia (1766),H02M,1
Philadelphia (1766),H02J,2
Allentown-Bethlehem (1674),H02M,2
Allentown-Bethlehem (1674),H02J,2
Allentown-Bethlehem (1674),Y02D,1
Coventry-Bedworth (1643),H04L,5
Helsinki (702),H03M,2
Beijing (204),H04H,1
Roma (Rome) (1049),H04W,8
Shenzhen (461),H04Q,10
Bielefeld (728),H04L,11
Bielefeld (728),H04W,3
Kansas City (1730),Y02D,1
Stockholm (1538),Y02D,10
Trenton (1804),H03K,1
Trenton (1804),H04J,5
Christchurch (1227),H03F,2
Christchurch (1227),G09B,1
Marseille-Aix-en-Provence (711),H04N,8
Montpellier (712),H04N,1
Toulouse (721),H04N,2
Toulouse (721),H04L,4
Toulouse (721),H04M,4
Southampton/Portsmouth (South Hampshire) (1657),G06Q,9
Southampton/Portsmouth (South Hampshire) (1657),Artificial Intelligence,36
Concord (1700),H03G,1
Concord (1700),H04B,11
Duesseldorf (734),H04M,17
Bielefeld (728),H04M,5
Miami (1747),G09G,3
Southend-On-Sea (1658),H04N,4
Taranto (1052),H04N,1
Busto Arsizio (1031),H04N,1
Philadelphia (1766),H04H,6
Philadelphia (1766),H04J,2
Cape Town (1498),G06Q,4
Durham (1710),G10L,1
Daegu (1378),H04M,3
Daegu (1378),H04W,2
Salt Lake City (1782),G06K,1
Salt Lake City (1782),G07F,2
San Jose (1786),H04Q,23
Portland (1770),H04Q,12
Mission Viejo (1750),G10K,2
Nurenberg (746),H04R,5
Amsterdam (1221),H04R,3
Palermo (1045),H04R,1
Tampere (703),H04S,2
Dresden (733),H05B,2
Dresden (733),A21B,1
Dresden (733),A23L,5
Dresden (733),F24C,1
Karlsruhe (740),H05B,9
Bergamo (1028),H05B,2
Stockholm (1538),G21K,2
Sankt Peterburg (Saint Petersburg) (1442),H05H,2
Minneapolis-St. Paul (1749),G06K,16
Tampere (703),G06K,4
Helsinki (702),G06K,9
Auckland (1226),H05K,1
Bochum (729),B82Y,2
Bochum (729),H01B,1
Bochum (729),C01G,2
Bochum (729),B82B,1
Bochum (729),G01G,1
Bochum (729),C01P,4
Frankfurt am Main (737),H01B,5
Frankfurt am Main (737),B82B,4
 (NA),B82B,17
Singapore (1490),C12Q,18
Charlotte (1692),E01C,2
San Jose (1786),F01K,4
Bordeaux (706),A01B,2
Nantes (713),A01B,1
Des Moines (1708),A01D,2
Sunshine Coast (49),A01D,1
San Francisco-Oakland (1785),A01G,2
San Francisco-Oakland (1785),B65H,2
San Jose (1786),A01G,1
San Jose (1786),B65H,3
Portland (1770),A01G,2
Portland (1770),Y10T,32
Bremen (731),A01K,1
Montpellier (712),A01K,2
Bern (1540),A01K,1
Trenton (1804),A01N,18
Corpus Christi (1702),A01N,3
Padova (1044),A01N,2
Knoxville (1732),A61L,1
Antwerpen (74),A23P,1
Sapporo (1083),A21D,1
Lille (709),A21D,1
Reading-Wokingham (1655),A23B,2
Allentown-Bethlehem (1674),B41M,2
Allentown-Bethlehem (1674),A23G,5
Los Angeles-Long Beach-Santa Ana (1742),B41M,3
Los Angeles-Long Beach-Santa Ana (1742),A23G,3
Trenton (1804),B41M,2
Trenton (1804),A23G,12
Strasbourg (719),A23G,1
Reading-Wokingham (1655),A23G,5
"Columbus, Ohio (1699)",A23G,3
Eindhoven (1222),A23G,7
Paris (715),A23V,13
Baltimore (1682),A23K,3
St. Catharines-Niagara (172),A23K,1
Seattle (1792),A23K,1
Mannheim (743),A23V,5
Mannheim (743),A23P,2
Montr<e9>al (167),A23K,1
Hefa (Haifa) (1023),A21D,4
Trenton (1804),A23P,7
Allentown-Bethlehem (1674),A23P,4
New York-Newark (1758),B41M,3
New York-Newark (1758),A23G,10
Minneapolis-St. Paul (1749),A23V,17
K<f8>benhavn (Copenhagen) (672),A23P,6
K<f8>benhavn (Copenhagen) (672),A23K,10
Kyoto–Osaka–Kobe (1067),A23B,1
Kyoto–Osaka–Kobe (1067),A22C,1
Porto (1365),A23N,1
Trenton (1804),A21C,1
Trenton (1804),B41J,1
Trenton (1804),A21D,3
Allentown-Bethlehem (1674),A21C,1
Allentown-Bethlehem (1674),B41J,1
Allentown-Bethlehem (1674),A21D,3
New York-Newark (1758),A21C,1
Treviso (1054),A24B,1
Hong Kong (610),A61M,3
Hong Kong (610),A24F,2
Hong Kong (610),A24B,3
Hong Kong (610),B05B,1
Richmond (1776),D01F,10
Richmond (1776),D01D,7
Richmond (1776),C01B,1
San Francisco-Oakland (1785),A41G,1
K<f6>ln (Cologne) (741),A42B,1
Hamburg (738),A42C,1
Hamburg (738),A42B,1
Marseille-Aix-en-Provence (711),G02C,2
Marseille-Aix-en-Provence (711),A42B,1
Avignon (704),G02C,1
Avignon (704),A42B,1
Saskatoon (171),A43B,1
Vicenza (1057),A44C,1
St. Louis (1797),A45C,1
St. Louis (1797),B62B,1
Denver-Aurora (1707),A45C,4
Denver-Aurora (1707),B62B,3
Adelaide (41),F41C,1
Adelaide (41),B60R,4
Adelaide (41),A45C,2
Adelaide (41),A45F,1
Manila (1348),A45C,1
San Diego (1784),C09D,4
San Diego (1784),C08F,4
San Diego (1784),C08L,8
Temecula-Murrieta (1801),C09D,2
Temecula-Murrieta (1801),A61Q,3
Temecula-Murrieta (1801),C08F,3
Temecula-Murrieta (1801),C08L,7
Mission Viejo (1750),C08F,2
Mission Viejo (1750),C08G,4
Los Angeles-Long Beach-Santa Ana (1742),C08F,7
Los Angeles-Long Beach-Santa Ana (1742),C08G,13
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),B26B,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),A45D,5
Frankfurt am Main (737),A45D,12
Frankfurt am Main (737),B26B,11
Sarasota-Bradenton (1789),A44C,1
Sarasota-Bradenton (1789),H01F,1
Seoul (1390),A46B,7
Seoul (1390),A46D,2
K<f6>ln (Cologne) (741),B29C,25
K<f6>ln (Cologne) (741),A46B,1
K<f6>ln (Cologne) (741),A46D,1
K<f6>ln (Cologne) (741),B29L,12
Denver-Aurora (1707),F16B,1
Akron (1671),B60N,3
Bergamo (1028),B60N,1
Detroit (1709),A47C,7
Hamburg (738),A47C,1
Hong Kong (610),A47C,2
Denver-Aurora (1707),A47C,3
Denver-Aurora (1707),A47G,4
Nurenberg (746),C09K,5
Nurenberg (746),A47J,2
Dongguan (251),A47J,1
Mannheim (743),A47K,2
Cincinnati (1695),G09B,2
Paris (715),B01L,8
Paris (715),A47L,4
Harrisburg (1721),A01K,1
Harrisburg (1721),B05B,1
Harrisburg (1721),B08B,1
San Francisco-Oakland (1785),A47L,6
Istanbul (1600),A47L,6
Minneapolis-St. Paul (1749),B60S,1
Gent (77),A47L,2
Gent (77),B25G,1
Bruxelles-Brussel (75),B25G,1
Cincinnati (1695),B25G,2
"Columbus, Ohio (1699)",A47L,4
Dayton (1704),B25G,1
Dayton (1704),A47L,2
"Columbus, Ohio (1699)",B25G,1
 (NA),B25G,10
Stuttgart (747),A47L,10
Lille (709),C12Q,3
B<e9>thune (705),G01N,2
B<e9>thune (705),C12Q,3
Memphis (1746),H04N,1
Lansing (1737),C12Q,3
Round Lake Beach-McHenry-Grayslake (1780),C12Y,1
Round Lake Beach-McHenry-Grayslake (1780),C12N,6
Chicago (1694),C12Y,3
Shizuoka-Hamamatsu (1085),A61B,2
New Haven (1756),G16H,1
Berlin (727),A61M,6
Tokyo (1088),G16H,26
Shanghai (449),A61B,3
Seattle (1792),F16M,1
K<f8>benhavn (Copenhagen) (672),A61C,1
K<f8>benhavn (Copenhagen) (672),G16H,3
Basel (1539),A61C,2
Cleveland (1696),A61C,4
Cincinnati (1695),A61C,13
Akron (1671),A61C,1
Durham (1710),A61L,4
Santa Rosa (1788),A61L,11
Beijing (204),A61F,4
Pensacola (1765),B26F,1
Pensacola (1765),B29C,1
Pensacola (1765),A61F,2
Pensacola (1765),B29L,1
Ann Arbor (1675),A61L,4
Madison (1744),A61L,5
"Springfield, Massachusett, Connecticut (1795)",D02G,1
"Springfield, Massachusett, Connecticut (1795)",D04H,1
"Springfield, Massachusett, Connecticut (1795)",D10B,1
"Springfield, Massachusett, Connecticut (1795)",D04B,1
"Springfield, Massachusett, Connecticut (1795)",A61L,6
"Springfield, Massachusett, Connecticut (1795)",D01F,1
Boston (1687),D02G,2
Boston (1687),D04B,2
Poughkeepsie-Newburgh (1771),A61F,6
Poughkeepsie-Newburgh (1771),A61B,4
Shanghai (449),A61F,3
Ciudad de M<e9>xico (Mexico City) (1147),A61M,3
Ciudad de M<e9>xico (Mexico City) (1147),A61B,6
Dortmund (732),A61F,5
Wuppertal (748),A61F,5
London (166),B60B,1
London (166),A61G,2
Milwaukee (1748),G16H,3
Milwaukee (1748),A61B,11
